"good","purpose","fico","dti","loan_amnt","income"
"good","debt_consolidation",797,13.54,18000,175000
"good","other",752,23.52,12000,30000
"good","medical",697,5.33,7875,290000
"good","small_business",782,8.33,4000,NA
"good","debt_consolidation",682,17.95,8000,49000
"good","debt_consolidation",717,15.18,17000,72194
"good","medical",737,13.03,10000,96500
"good","debt_consolidation",702,6.16,9000,NA
"good","small_business",667,9.03,25000,101000
"good","debt_consolidation",687,9.72,20000,120000
"good","debt_consolidation",702,18.79,16000,NA
"good","debt_consolidation",742,15.77,19000,104000
"bad","debt_consolidation",692,2.35,7000,NA
"good","other",662,17.72,2000,NA
"good","debt_consolidation",712,10,12000,97000
"good","debt_consolidation",712,15.48,9000,69000
"good","debt_consolidation",722,10.38,9500,62400
"good","debt_consolidation",712,11.79,12000,NA
"good","debt_consolidation",707,14.72,4800,NA
"good","major_purchase",797,8.07,6000,NA
"good","debt_consolidation",797,6.42,20000,156000
"good","medical",762,1.23,3000,NA
"good","debt_consolidation",717,18.95,6000,NA
"good","debt_consolidation",732,16.3,8400,70000
"good","debt_consolidation",707,14.54,12000,NA
"good","other",752,3.9,10000,NA
"bad","debt_consolidation",722,14.03,22000,55000
"good","medical",687,1.25,5000,120000
"good","debt_consolidation",777,15.47,16000,36000
"good","other",672,14.09,3000,42000
"good","debt_consolidation",662,23.39,10000,45000
"good","debt_consolidation",742,18.54,8000,55200
"good","major_purchase",772,12.54,5000,130000
"good","debt_consolidation",682,8.5,18000,69000
"good","home_improvement",772,20.11,15000,96300
"good","debt_consolidation",672,23.43,3250,23000
"good","home_improvement",702,22.05,5000,45000
"good","debt_consolidation",702,19.69,12000,68000
"good","debt_consolidation",717,16.4,12000,30000
"good","debt_consolidation",767,0.86,10000,89000
"good","debt_consolidation",722,11.76,11000,85000
"bad","vacation_wedding",672,19.8,7000,60000
"good","debt_consolidation",732,23.63,23000,99200
"good","other",797,9.23,24000,160000
"good","debt_consolidation",722,18.24,8400,73500
"good","other",742,6.09,20000,285000
"good","debt_consolidation",682,23.43,12000,67000
"bad","debt_consolidation",717,13.46,25000,97920
"good","debt_consolidation",757,9.23,13200,42000
"good","debt_consolidation",677,15.18,7000,NA
"good","other",722,12.41,12000,180000
"good","medical",702,17.02,3600,NA
"bad","debt_consolidation",672,24.26,5000,70000
"good","debt_consolidation",727,15.38,10000,78000
"good","debt_consolidation",737,8.13,20000,115000
"good","debt_consolidation",702,7.34,13000,NA
"bad","small_business",732,14.12,12000,80000
"good","debt_consolidation",767,11.04,13000,80000
"good","debt_consolidation",732,22.79,14500,91728
"good","debt_consolidation",732,7.25,20000,172000
"good","debt_consolidation",822,0.28,12000,60000
"good","debt_consolidation",722,10.03,24000,125004
"good","debt_consolidation",662,17.54,12000,65000
"good","other",707,13.24,9800,102000
"good","home_improvement",772,4.19,3500,55000
"bad","debt_consolidation",667,23.32,1400,NA
"good","debt_consolidation",697,19.32,4000,30000
"good","debt_consolidation",702,7.5,11000,NA
"good","vacation_wedding",727,1,8000,NA
"good","debt_consolidation",797,19.38,12000,NA
"good","major_purchase",687,4.4,7000,NA
"good","debt_consolidation",717,20.26,8500,24996
"good","debt_consolidation",717,21.81,10000,52000
"good","small_business",707,2.84,15000,85000
"bad","medical",747,15.95,9600,51600
"good","other",777,7.66,6000,NA
"good","major_purchase",682,9.74,2400,NA
"good","debt_consolidation",767,3.13,5000,NA
"good","other",772,0.92,20000,98000
"good","debt_consolidation",717,23.03,18250,47000
"good","debt_consolidation",742,22.1,7750,NA
"bad","debt_consolidation",717,4.33,7000,84000
"good","debt_consolidation",742,18.94,10000,NA
"good","debt_consolidation",697,13.4,5000,24000
"good","debt_consolidation",767,15.94,6000,NA
"good","debt_consolidation",697,13.4,7000,78000
"good","major_purchase",672,1.42,12000,250000
"bad","debt_consolidation",687,22.48,25000,85000
"good","debt_consolidation",762,5.08,4800,60000
"good","major_purchase",772,5.8,10200,32500
"good","other",792,6.75,25000,120000
"good","other",672,16.83,4000,42996
"good","debt_consolidation",742,17.97,12000,NA
"good","vacation_wedding",757,16.49,15000,65000
"good","debt_consolidation",762,14.28,10000,NA
"good","medical",692,13,6300,60000
"good","major_purchase",732,15.34,5750,NA
"good","home_improvement",787,14.08,25000,83000
"good","home_improvement",697,3.29,10000,NA
"good","other",717,15.1,10000,NA
"good","debt_consolidation",742,15.44,14500,38400
"good","debt_consolidation",677,15.42,9200,154000
"good","debt_consolidation",742,18.76,15675,63000
"good","debt_consolidation",687,15.31,10000,50000
"good","debt_consolidation",742,15.02,6500,NA
"good","debt_consolidation",727,24.56,25000,85000
"good","debt_consolidation",692,14.53,15000,55404
"good","home_improvement",732,17.05,10000,NA
"good","major_purchase",752,10.75,4000,75000
"good","debt_consolidation",732,20.41,2000,26400
"good","vacation_wedding",672,12.47,10000,54000
"good","debt_consolidation",682,19.44,6000,60000
"good","debt_consolidation",732,15.62,10000,NA
"good","debt_consolidation",732,12.27,11000,126000
"good","medical",772,6.66,14000,150000
"good","debt_consolidation",702,16.35,24250,48000
"good","debt_consolidation",762,9.81,11000,NA
"bad","home_improvement",732,11.66,15000,98004
"good","debt_consolidation",717,15.32,11500,72000
"good","debt_consolidation",717,17.9,12700,NA
"good","debt_consolidation",702,17.96,25000,110000
"good","major_purchase",707,7.29,12000,NA
"good","debt_consolidation",662,23.07,10000,NA
"good","debt_consolidation",787,1.81,10800,NA
"bad","home_improvement",697,18.7,7750,36000
"good","debt_consolidation",707,9.73,2600,37000
"good","debt_consolidation",717,16.77,25000,115000
"good","major_purchase",762,1.37,6000,NA
"good","debt_consolidation",767,6.47,25000,140000
"good","debt_consolidation",747,13.82,10000,111000
"good","home_improvement",727,4.99,8000,75000
"good","medical",692,15.34,20000,73000
"bad","vacation_wedding",677,18.26,3000,55000
"good","debt_consolidation",672,21.41,4200,31000
"good","debt_consolidation",747,13.5,12000,81000
"good","debt_consolidation",712,8.6,8000,NA
"good","debt_consolidation",782,13.81,10000,45000
"good","small_business",692,7.92,4600,20000
"good","debt_consolidation",662,16.03,12000,NA
"good","home_improvement",727,2.5,15000,NA
"good","debt_consolidation",712,15.59,24000,105000
"good","home_improvement",687,15.1,15800,36000
"good","debt_consolidation",672,24.85,3100,31200
"good","other",702,22.07,14400,84996
"good","debt_consolidation",762,3.63,12000,NA
"good","debt_consolidation",667,18.75,2100,NA
"good","debt_consolidation",672,10.96,3500,176600
"good","debt_consolidation",727,22.27,5500,50000
"good","debt_consolidation",737,15.45,7000,NA
"good","major_purchase",782,15.39,10000,NA
"good","other",702,10.59,10000,80004
"bad","other",692,16.4,16000,75000
"good","debt_consolidation",742,12.65,20000,110000
"good","debt_consolidation",702,9.25,12000,NA
"good","debt_consolidation",772,22.03,18200,36000
"good","debt_consolidation",667,13.38,7000,NA
"good","debt_consolidation",702,14.76,7000,NA
"bad","major_purchase",717,20.34,9000,85000
"good","vacation_wedding",702,4.56,1200,NA
"good","debt_consolidation",767,15.31,20000,120000
"good","home_improvement",802,7.7,12000,NA
"good","major_purchase",757,13.17,8200,NA
"good","debt_consolidation",677,11.54,10000,65004
"good","debt_consolidation",672,19.08,5000,50000
"good","debt_consolidation",717,13.59,15000,43000
"good","debt_consolidation",667,21.7,25000,80000
"good","major_purchase",677,11.93,6000,54000
"good","debt_consolidation",707,9.93,25000,140000
"good","debt_consolidation",722,13.94,6000,46500
"good","debt_consolidation",677,7.32,3600,40000
"good","debt_consolidation",737,11.16,13800,43000
"good","debt_consolidation",747,21.52,6000,NA
"good","debt_consolidation",662,8.39,7500,110000
"good","debt_consolidation",722,12.87,23000,42132
"good","major_purchase",662,3.95,6000,88000
"good","debt_consolidation",687,3.52,2500,57000
"good","debt_consolidation",777,3.02,20000,85000
"good","debt_consolidation",737,12.45,25000,110004
"good","debt_consolidation",707,22.95,2600,72000
"good","major_purchase",727,10.04,1500,NA
"bad","small_business",732,13.9,25000,109000
"bad","major_purchase",717,14.46,4500,38000
"good","debt_consolidation",687,20.28,8000,50000
"bad","debt_consolidation",712,23.06,10000,140000
"good","debt_consolidation",782,14.33,12000,NA
"good","other",687,19.7,2000,NA
"good","debt_consolidation",752,24.56,21250,51060
"bad","debt_consolidation",702,8.24,12000,NA
"good","debt_consolidation",667,19.42,15000,65000
"good","debt_consolidation",672,5.06,10000,70000
"good","debt_consolidation",742,11.01,15000,150000
"bad","other",682,21.27,4000,NA
"good","debt_consolidation",712,9.73,12000,NA
"bad","debt_consolidation",672,4.55,2000,33000
"bad","debt_consolidation",712,1.63,5000,304800
"good","home_improvement",672,14.66,16000,88000
"good","home_improvement",742,0,15000,29040
"good","debt_consolidation",792,17.46,22000,90996
"good","major_purchase",742,2.87,25000,140000
"good","major_purchase",707,15.27,5000,72467
"bad","other",707,12.01,10000,73524
"good","debt_consolidation",682,5.9,4800,NA
"good","other",682,22.09,4000,67200
"good","debt_consolidation",727,14.97,20000,NA
"good","debt_consolidation",702,17.13,12400,80000
"good","other",702,16.56,1500,NA
"good","debt_consolidation",697,21.68,15000,45000
"good","debt_consolidation",667,6.39,8400,65000
"good","debt_consolidation",692,6.83,15000,78000
"bad","small_business",717,24.89,9000,74100
"bad","debt_consolidation",737,6.26,15000,126000
"good","debt_consolidation",747,12.03,5000,33316
"good","other",697,0.4,2000,30000
"good","debt_consolidation",712,7.61,7000,NA
"good","debt_consolidation",672,15.99,12000,NA
"bad","debt_consolidation",742,22.9,8500,NA
"good","debt_consolidation",692,20.34,13200,76000
"good","debt_consolidation",772,9.17,1925,NA
"good","debt_consolidation",732,24.51,15000,40000
"good","home_improvement",777,12.99,25000,NA
"good","debt_consolidation",737,11.95,1200,NA
"good","debt_consolidation",787,2,15600,110000
"good","major_purchase",707,10.01,12250,NA
"good","major_purchase",762,16.29,5250,78000
"good","debt_consolidation",697,19.55,12000,NA
"good","debt_consolidation",727,13.92,15000,63000
"good","debt_consolidation",782,2.06,9000,95000
"good","debt_consolidation",682,11.3,15000,105000
"good","other",667,18.17,1600,NA
"good","major_purchase",732,21.72,9000,NA
"good","debt_consolidation",672,17.25,20000,105000
"good","debt_consolidation",677,14.77,6000,NA
"good","debt_consolidation",687,11.53,24000,147000
"good","debt_consolidation",682,14.17,5400,21600
"good","debt_consolidation",757,23.15,10000,NA
"good","debt_consolidation",717,5.78,11500,50000
"good","debt_consolidation",702,20.55,16750,39996
"bad","debt_consolidation",672,20.24,5000,NA
"good","debt_consolidation",742,8.96,25000,90000
"good","debt_consolidation",737,15.94,10750,80000
"good","debt_consolidation",722,8.89,5100,68000
"good","other",762,1.72,15000,60000
"good","major_purchase",682,5.89,10000,45000
"good","medical",807,8.67,11200,NA
"good","debt_consolidation",672,24.74,7000,NA
"good","debt_consolidation",702,17.32,15000,88000
"good","vacation_wedding",697,9.06,22000,60000
"good","debt_consolidation",702,13.54,10000,NA
"good","major_purchase",722,10.94,4800,20400
"good","debt_consolidation",722,19.41,6400,76644
"good","major_purchase",667,12.92,8000,55000
"good","debt_consolidation",687,8.51,20000,111855
"good","home_improvement",692,7.24,5000,30000
"good","debt_consolidation",687,20.53,3125,20400
"good","other",692,7.61,25000,117000
"good","medical",792,0.69,21000,40000
"good","debt_consolidation",757,9.7,15000,48000
"good","debt_consolidation",782,6.5,20000,192000
"good","debt_consolidation",697,17.88,14500,30000
"good","major_purchase",807,2.98,8000,NA
"good","major_purchase",722,5.96,11000,60000
"good","vacation_wedding",737,9.14,8400,NA
"good","other",727,12.41,2000,44000
"bad","debt_consolidation",672,23.12,4500,55362
"good","major_purchase",732,1.41,6000,23000
"good","home_improvement",672,0,3375,45000
"good","small_business",712,13.42,12000,50000
"good","vacation_wedding",667,12.8,7500,30000
"good","debt_consolidation",732,19.4,25000,48000
"good","debt_consolidation",772,12.27,20000,97000
"good","debt_consolidation",697,23.04,7000,NA
"good","debt_consolidation",722,17.07,12000,NA
"good","debt_consolidation",752,21.85,9000,53000
"good","home_improvement",737,15.52,10000,50500
"good","debt_consolidation",697,20.57,25000,145000
"good","debt_consolidation",732,19.73,13000,32000
"good","debt_consolidation",767,9.42,3000,NA
"good","debt_consolidation",692,14.82,12000,NA
"good","major_purchase",682,17.97,2250,NA
"good","home_improvement",692,4.65,5000,NA
"good","other",737,23.24,3200,75600
"good","debt_consolidation",757,14.08,14000,57600
"good","other",677,21.6,1500,60000
"good","debt_consolidation",667,21.81,6400,35000
"good","other",667,12.88,2400,30000
"good","debt_consolidation",717,10.48,15000,NA
"good","major_purchase",732,16.43,6000,62000
"bad","debt_consolidation",722,11.03,15000,87000
"good","debt_consolidation",697,15.49,10800,NA
"good","debt_consolidation",662,17.64,10000,43680
"good","other",672,6.72,2500,52000
"good","debt_consolidation",727,11.41,12250,45000
"good","debt_consolidation",722,16.8,13000,NA
"good","debt_consolidation",687,16.89,1000,NA
"good","debt_consolidation",672,9.45,8400,NA
"bad","medical",722,11.7,5500,NA
"good","debt_consolidation",662,22.33,4750,NA
"good","debt_consolidation",727,20.88,7000,NA
"good","debt_consolidation",662,7.64,3000,NA
"good","debt_consolidation",672,15.88,8800,62400
"good","debt_consolidation",707,15.86,20000,75000
"bad","debt_consolidation",682,17.54,8000,NA
"good","debt_consolidation",787,3.33,12000,18000
"good","debt_consolidation",682,5.67,2700,NA
"good","small_business",697,12.05,12000,45000
"good","debt_consolidation",682,23.52,10000,NA
"good","debt_consolidation",772,6.89,20000,95800
"good","debt_consolidation",677,23.15,8200,44000
"good","medical",792,16.2,21000,88200
"good","debt_consolidation",737,18.26,12000,NA
"bad","debt_consolidation",722,10.31,25000,90000
"bad","home_improvement",757,7.35,17000,NA
"good","debt_consolidation",742,14.98,4800,82729.68
"good","debt_consolidation",752,15.58,20000,44106
"bad","debt_consolidation",752,14.7,2500,NA
"good","debt_consolidation",732,5.03,13000,37200
"good","home_improvement",742,19.81,20000,75000
"good","home_improvement",787,3.02,11500,75000
"good","debt_consolidation",697,18.56,14000,56004
"good","major_purchase",662,20.63,4000,80000
"good","vacation_wedding",692,6.93,5000,110000
"good","major_purchase",692,23.85,16750,NA
"good","debt_consolidation",712,6.62,2500,NA
"good","debt_consolidation",697,12.51,13200,NA
"good","debt_consolidation",707,15.72,17000,NA
"good","major_purchase",722,15.96,4800,105996
"good","major_purchase",787,4.16,18000,106369
"good","debt_consolidation",742,12.6,20000,112000
"good","major_purchase",717,7.55,4800,NA
"good","medical",777,7.59,6000,55000
"bad","home_improvement",807,2.5,10000,24000
"good","other",727,12.59,16000,106000
"good","debt_consolidation",777,15.6,8500,NA
"good","debt_consolidation",672,13.54,6000,48400
"good","other",757,8.67,5000,NA
"good","major_purchase",737,10.43,5000,NA
"good","debt_consolidation",707,18.55,25000,98000
"good","other",667,1.63,5000,NA
"good","debt_consolidation",692,19.03,15000,61657
"good","small_business",662,24.91,6000,45000
"good","major_purchase",742,8.72,15000,37000
"good","major_purchase",737,10.98,3500,20000
"bad","other",692,0,6000,22800
"good","debt_consolidation",787,3.61,5000,NA
"good","other",717,4.93,20000,192000
"good","debt_consolidation",702,12.54,7000,NA
"good","debt_consolidation",717,11.48,16000,90000
"good","home_improvement",762,15.92,25000,56000
"bad","other",697,14.88,24000,77257
"good","debt_consolidation",742,11.98,15000,NA
"good","vacation_wedding",677,15.99,7500,54200
"good","debt_consolidation",667,6.28,4800,65000
"good","debt_consolidation",687,12,7000,NA
"good","small_business",802,0,10000,70000
"good","debt_consolidation",732,23.17,12325,NA
"good","debt_consolidation",662,12.15,5000,19760
"good","major_purchase",712,18.89,2500,10800
"good","debt_consolidation",717,17.65,17275,75000
"good","debt_consolidation",677,13.08,16000,135000
"bad","major_purchase",677,24.39,7400,55000
"good","debt_consolidation",712,18.51,12000,96000
"good","vacation_wedding",787,8.85,7000,40000
"good","debt_consolidation",727,21.83,8500,21600
"good","debt_consolidation",712,22.66,14500,38400
"good","medical",772,6.11,10000,47885.15
"good","home_improvement",722,2.49,8000,55000
"good","home_improvement",762,7.63,25000,167000
"good","debt_consolidation",687,19.41,4000,NA
"good","small_business",762,2.46,15000,37000
"good","debt_consolidation",662,18.5,1750,12000
"good","debt_consolidation",722,7.34,12000,1e+05
"good","debt_consolidation",667,18.44,12000,NA
"good","vacation_wedding",732,12.04,12000,56000
"good","home_improvement",687,24.55,16000,NA
"good","debt_consolidation",697,17.26,22000,65000
"good","debt_consolidation",752,9.86,16000,101000
"good","major_purchase",792,1.14,5600,NA
"good","debt_consolidation",692,2.08,8000,53000
"bad","debt_consolidation",697,9.59,24000,350000
"good","debt_consolidation",782,10.68,15000,33600
"good","debt_consolidation",722,11.61,10000,98004
"good","debt_consolidation",722,9.14,12000,120000
"good","debt_consolidation",682,11.28,1500,NA
"good","home_improvement",732,7.8,10000,129700
"good","other",682,21.21,10000,NA
"good","debt_consolidation",782,17.61,6500,65000
"good","home_improvement",752,22.42,8000,1e+05
"good","vacation_wedding",767,8.85,1300,70000
"good","debt_consolidation",697,14.65,10000,43000
"good","home_improvement",687,8.47,15000,177000
"good","debt_consolidation",732,9.49,20000,NA
"good","debt_consolidation",677,15.57,3200,36000
"good","debt_consolidation",682,7.49,5000,45000
"good","debt_consolidation",762,12.64,14500,NA
"bad","debt_consolidation",717,10.48,5000,42500
"good","debt_consolidation",682,12.55,13000,NA
"good","other",667,15.14,15250,33600
"good","home_improvement",742,11.65,25000,144996
"good","home_improvement",687,18.76,15000,79000
"good","home_improvement",772,20.85,6000,24000
"good","home_improvement",662,13.56,3000,NA
"good","debt_consolidation",757,5.57,6000,45000
"good","small_business",772,5.06,20000,60000
"bad","debt_consolidation",672,11.76,3500,41941
"bad","debt_consolidation",772,15.69,10000,40000
"good","debt_consolidation",757,10.72,24000,94000
"good","debt_consolidation",777,7.44,15000,130000
"good","major_purchase",722,6.92,15500,124000
"good","debt_consolidation",667,24.12,12000,50400
"good","other",732,4.97,6000,53088
"good","debt_consolidation",697,23.84,20000,75000
"good","home_improvement",687,12.51,12750,NA
"good","small_business",702,6.85,20000,110000
"good","vacation_wedding",772,10.86,5000,NA
"good","major_purchase",687,22.37,6500,174996
"good","vacation_wedding",777,5.97,10000,68750
"good","vacation_wedding",767,12.82,1000,70000
"good","debt_consolidation",737,23.12,18000,57408
"good","debt_consolidation",767,12.22,8000,NA
"good","debt_consolidation",727,5.7,8000,NA
"good","debt_consolidation",692,15.33,1500,NA
"good","debt_consolidation",717,8.93,12000,NA
"good","debt_consolidation",727,21.13,6400,53947
"good","debt_consolidation",692,7.74,19000,58000
"good","debt_consolidation",682,18.26,20000,103000
"good","debt_consolidation",707,14.71,24250,60142
"good","major_purchase",732,10.46,2275,32000
"good","debt_consolidation",732,19.33,10000,96500
"bad","debt_consolidation",682,9.17,25000,75000
"good","debt_consolidation",712,18.36,7500,50000
"good","debt_consolidation",772,21.57,23700,77065
"good","home_improvement",782,8.92,7500,99300
"good","home_improvement",797,7.83,10000,120000
"good","medical",722,7.08,15000,1e+05
"good","debt_consolidation",727,16.14,25000,74000
"good","debt_consolidation",757,18.91,9250,67000
"good","other",677,4.73,10000,NA
"good","debt_consolidation",742,16.67,25000,145000
"good","major_purchase",792,0,10000,24000
"good","debt_consolidation",717,1.98,4000,64200
"good","debt_consolidation",682,19.75,5000,24000
"bad","other",682,14.56,3000,64800
"good","other",717,18.96,6400,33600
"good","small_business",777,14.4,20000,83000
"good","debt_consolidation",667,19.11,3000,21600
"good","debt_consolidation",677,23.06,10800,96000
"good","debt_consolidation",682,12.26,12000,70000
"good","debt_consolidation",697,10.41,1600,28000
"good","debt_consolidation",677,5.91,6000,109200
"good","debt_consolidation",677,16.34,12000,NA
"good","debt_consolidation",707,15.99,4800,NA
"good","debt_consolidation",712,13.48,11000,NA
"bad","debt_consolidation",667,11.69,12000,NA
"good","debt_consolidation",697,23.83,10000,70000
"good","home_improvement",692,0.6,6000,38160
"good","medical",792,4.4,6000,NA
"bad","other",697,16.74,25000,1e+05
"bad","debt_consolidation",672,12.36,25000,NA
"good","debt_consolidation",722,20.05,1500,NA
"good","vacation_wedding",802,13.73,5000,NA
"good","vacation_wedding",712,14.34,1000,NA
"bad","major_purchase",762,0.59,16000,97200
"good","home_improvement",762,15.79,10000,75000
"good","home_improvement",752,12.88,15000,30000
"good","debt_consolidation",702,5.26,4000,26000
"good","home_improvement",762,1.8,16000,80000
"good","other",697,8.5,16000,119600
"bad","debt_consolidation",692,18.9,20000,1e+05
"good","debt_consolidation",752,16.61,25000,70000
"good","debt_consolidation",707,6.58,7000,NA
"good","debt_consolidation",692,5.36,6000,28000
"good","other",727,3.87,1500,75000
"good","debt_consolidation",712,8.08,8000,NA
"good","major_purchase",792,5.01,7000,45000
"bad","debt_consolidation",692,14.73,9000,NA
"good","debt_consolidation",672,23.61,15000,NA
"good","debt_consolidation",737,5.52,15000,NA
"good","major_purchase",697,21.02,1500,54000
"good","debt_consolidation",702,23.35,8000,115000
"good","home_improvement",722,7.13,12000,62471.04
"good","other",802,1.5,10000,NA
"good","debt_consolidation",747,5.44,12000,60000
"good","home_improvement",787,0.13,15000,47952
"bad","debt_consolidation",692,15.4,6925,78000
"good","other",747,6.27,12000,NA
"good","debt_consolidation",722,4.5,25000,135000
"good","home_improvement",672,2.92,8400,NA
"bad","major_purchase",707,10.2,4000,NA
"good","debt_consolidation",747,18.29,5000,NA
"good","debt_consolidation",727,7.79,6000,33600
"good","debt_consolidation",762,13.46,3600,NA
"good","debt_consolidation",742,16.86,20000,59000
"bad","home_improvement",662,15.58,3500,NA
"good","major_purchase",697,9.85,5000,1e+05
"good","other",772,13.23,16750,42000
"good","debt_consolidation",697,15.1,25000,110000
"good","debt_consolidation",697,14.29,10800,61402
"good","vacation_wedding",742,11.35,10000,72000
"bad","debt_consolidation",682,13.81,20000,67000
"good","other",742,16.54,12000,110000
"good","debt_consolidation",757,10.41,20000,70000
"good","debt_consolidation",747,18.28,22000,91560
"good","home_improvement",792,0.02,8500,70800
"good","debt_consolidation",707,18.54,10000,60000
"good","vacation_wedding",787,9.72,6400,20000
"bad","debt_consolidation",682,15.76,25000,120000
"bad","debt_consolidation",702,24.81,13000,40000
"good","debt_consolidation",687,22.23,19000,51500
"good","debt_consolidation",697,20.55,2500,24996
"good","debt_consolidation",667,19.86,8000,80000
"good","debt_consolidation",687,10.16,12000,NA
"good","debt_consolidation",687,20.22,13000,NA
"good","debt_consolidation",697,13.17,15000,42000
"good","debt_consolidation",802,15.89,15000,59500
"good","debt_consolidation",692,22.02,10000,46000
"good","medical",677,0.48,5000,NA
"good","major_purchase",662,17.2,4750,18000
"bad","small_business",752,21.9,5000,60000
"good","debt_consolidation",732,11.09,10000,42000
"good","debt_consolidation",722,22.23,7750,20352
"good","debt_consolidation",687,16.73,14000,32000
"good","debt_consolidation",717,8.85,20000,90000
"bad","debt_consolidation",682,13.81,20000,125000
"good","debt_consolidation",742,11.25,20000,70000
"good","debt_consolidation",732,9.98,15000,NA
"good","vacation_wedding",742,5.47,6000,52200
"bad","small_business",677,20.61,6250,NA
"good","small_business",707,7.36,25000,250000
"good","major_purchase",802,1.85,4350,NA
"good","medical",782,5.58,24000,112548
"good","major_purchase",682,13.7,4500,NA
"bad","medical",682,3.34,4500,50000
"good","debt_consolidation",742,12.49,7200,90000
"good","medical",782,3.94,15000,1e+05
"good","debt_consolidation",707,17.8,12000,60000
"bad","debt_consolidation",807,6.67,7000,NA
"good","debt_consolidation",662,15.45,15200,123000
"good","major_purchase",797,9.44,8300,21996
"good","debt_consolidation",692,4.37,4200,44196
"good","major_purchase",782,1.62,6300,40000
"good","debt_consolidation",712,23.06,8000,42000
"good","debt_consolidation",712,10.13,3000,48000
"bad","other",742,22.91,4000,26400
"good","debt_consolidation",752,11.14,24000,55000
"good","vacation_wedding",777,14.8,3500,42000
"bad","debt_consolidation",687,12.48,5500,40000
"good","other",772,6.17,4800,1e+05
"good","debt_consolidation",727,13.69,3600,NA
"good","debt_consolidation",697,7.76,3850,49000
"good","debt_consolidation",777,6.19,11000,43200
"good","major_purchase",662,11.92,4000,15600
"good","vacation_wedding",682,13.21,1000,33600
"good","debt_consolidation",732,12.01,15000,120000
"good","major_purchase",682,18.28,10000,NA
"good","other",732,2.8,2250,42000
"good","debt_consolidation",692,22.79,10000,NA
"good","vacation_wedding",752,14.1,7500,20000
"good","debt_consolidation",732,10.71,12500,NA
"good","debt_consolidation",757,5.97,16000,85000
"good","debt_consolidation",702,14.45,25000,47000
"good","other",687,4.23,5000,36000
"good","home_improvement",712,11.15,12600,NA
"good","other",722,17.66,2000,NA
"good","home_improvement",767,2.25,12000,96000
"good","major_purchase",732,19.97,1800,NA
"good","debt_consolidation",697,4.72,13000,NA
"good","debt_consolidation",712,22,3000,NA
"bad","major_purchase",727,13.98,11000,37000
"good","debt_consolidation",747,19.86,25000,137000
"good","major_purchase",667,4.46,4800,NA
"good","vacation_wedding",732,0.75,8000,130000
"good","debt_consolidation",702,23.92,3000,NA
"good","debt_consolidation",697,17.11,9600,54696
"good","debt_consolidation",712,15.55,25000,58800
"good","home_improvement",727,14.51,10000,33500
"good","home_improvement",732,12.92,4000,85000
"good","debt_consolidation",722,18.1,12000,NA
"good","debt_consolidation",782,24.92,6000,NA
"good","debt_consolidation",677,16.24,15000,90000
"good","other",702,12.17,2000,42000
"good","debt_consolidation",737,10.14,23000,160000
"good","other",767,2.67,12000,40000
"good","small_business",677,2.86,12000,70000
"good","debt_consolidation",702,13.33,3500,NA
"good","debt_consolidation",662,20.86,1600,NA
"good","debt_consolidation",672,10.04,19000,41000
"good","other",802,7.53,20000,43000
"good","home_improvement",757,7.79,12000,145000
"good","home_improvement",722,18.97,10000,33975
"good","debt_consolidation",737,16.44,3600,37000
"good","medical",732,19.08,2000,72000
"good","home_improvement",782,19.92,15000,45600
"good","other",682,11.65,8000,65328
"good","debt_consolidation",672,5.97,15000,125004
"good","debt_consolidation",727,24.51,14500,35500
"good","home_improvement",757,2.85,12000,90000
"good","debt_consolidation",712,13.68,16000,45000
"good","debt_consolidation",762,11.76,5000,86400
"good","debt_consolidation",697,16.15,20000,90000
"good","other",677,5.88,10200,35496
"good","debt_consolidation",692,12.2,3000,36000
"good","debt_consolidation",777,11.85,20000,NA
"good","debt_consolidation",707,10.72,10000,58000
"good","debt_consolidation",777,10.7,16000,96000
"good","debt_consolidation",702,10.16,2400,52800
"good","debt_consolidation",727,13.84,25000,60000
"bad","major_purchase",762,9.41,15000,70000
"good","debt_consolidation",737,7.94,10000,118000
"good","debt_consolidation",792,8.4,9600,NA
"good","vacation_wedding",782,10.53,20000,117000
"good","debt_consolidation",717,12.31,12000,80000
"good","debt_consolidation",667,12.42,15000,49000
"good","debt_consolidation",677,21.59,24600,110000
"good","home_improvement",672,14.85,7000,125000
"good","debt_consolidation",752,15.15,6000,NA
"good","debt_consolidation",717,14.31,7200,19200
"good","debt_consolidation",717,15.25,10800,NA
"good","small_business",717,10.8,5000,72000
"good","debt_consolidation",712,17.92,12000,62400
"good","debt_consolidation",677,15.85,5275,90000
"good","debt_consolidation",732,10.16,7000,NA
"good","major_purchase",757,12.34,8400,49200
"good","debt_consolidation",697,17.47,3800,18000
"good","major_purchase",797,4.02,4000,NA
"good","other",687,6.35,5500,10200
"good","debt_consolidation",727,19.3,12000,59448
"good","debt_consolidation",697,10.8,1000,36000
"good","major_purchase",752,0.53,5000,45000
"good","other",747,17.59,15000,97781
"good","debt_consolidation",687,13.58,8000,NA
"good","debt_consolidation",667,24.39,6000,NA
"good","debt_consolidation",752,10.46,17000,84500
"good","other",732,15.62,3000,NA
"good","debt_consolidation",667,23.2,4800,NA
"good","debt_consolidation",717,12.99,12000,82700
"good","debt_consolidation",717,19.15,9600,140000
"good","debt_consolidation",762,10.29,19500,45000
"good","debt_consolidation",687,8.67,8000,95000
"good","home_improvement",732,20.57,3000,NA
